iter	Logloss
140	0.0773634272
141	0.07732231275
142	0.07726788567
143	0.07723810321
144	0.07721347382
145	0.07718927441
146	0.07714622164
147	0.07713222001
148	0.07705042279
149	0.07704209731
150	0.07699826075
151	0.07697979336
152	0.0769565301
153	0.07690495548
154	0.07688177009
155	0.07685971554
156	0.07684013086
157	0.07681615999
158	0.07679491969
159	0.07675254068
160	0.07672368252
161	0.07670876336
162	0.07667889627
163	0.07665483567
164	0.07664316849
165	0.07660974978
166	0.0765802331
167	0.0765577401
168	0.07653846691
169	0.07650772799
170	0.07647895278
171	0.07645272533
172	0.07642619316
173	0.07638405115
174	0.0763503328
175	0.07631995107
176	0.07625792305
177	0.07621887559
178	0.07619792139
179	0.0761548246
180	0.07611692659
181	0.07607638941
182	0.0760365446
183	0.07599619702
184	0.07595425815
185	0.07591805469
186	0.07590732874
187	0.07588015328
188	0.07583721563
189	0.07580000491
190	0.07576181742
191	0.07572307635
192	0.07567066039
193	0.07564450573
194	0.07560833443
195	0.07557255587
196	0.07554862393
197	0.07550336198
198	0.07546141803
199	0.07542287165
200	0.07539477698
201	0.07536625062
202	0.07532968319
203	0.07529218638
204	0.07525305089
205	0.07523815881
206	0.07521117973
207	0.07517165488
208	0.07515078194
209	0.07510954899
210	0.07508330122
211	0.07504790017
212	0.07501670249
213	0.07498580613
214	0.07495789598
215	0.07491989978
216	0.0748895062
217	0.07485558132
218	0.0748238707
219	0.07479338571
220	0.07476595972
221	0.07472281214
222	0.07471932486
223	0.07469002825
224	0.07465899308
225	0.07462901256
226	0.07460724241
227	0.07458363719
228	0.07455078558
229	0.07451958113
230	0.07449331136
231	0.074469503
232	0.07444598243
233	0.07441300047
234	0.07438689321
235	0.07436847322
236	0.07434480706
237	0.07431168799
238	0.07428478678
239	0.07426112231
240	0.07422727192
241	0.07420761445
242	0.0741758632
243	0.07414256807
244	0.07412960585
245	0.07411153459
246	0.07409734336
247	0.07408454027
248	0.07405254017
249	0.07402990666
250	0.07400578004
251	0.07396305738
252	0.07393438713
253	0.07391006753
254	0.07390758242
255	0.07387322417
256	0.0738501285
257	0.0738302408
258	0.07379959668
259	0.07377191337
260	0.07374745157
261	0.07371342343
262	0.07370081502
263	0.07366280697
264	0.07364392314
265	0.07360687155
266	0.07359167807
267	0.07356463635
268	0.0735435044
269	0.07353279877
270	0.07350069033
271	0.07346944186
272	0.07344353774
273	0.073417593
274	0.07338817112
275	0.07336589311
276	0.07331660046
277	0.07328038684
278	0.07325566095
279	0.07323518583
280	0.07322564319
281	0.07319895359
282	0.07317118733
283	0.07314754826
284	0.0731203017
285	0.07308631927
286	0.07308182134
287	0.07305189838
288	0.07302442329
289	0.07299327978
290	0.07297531855
291	0.07295414767
292	0.07293511148
293	0.07291303322
294	0.07289089572
295	0.07287692625
296	0.07285754979
297	0.07282574776
298	0.07280067145
299	0.07277124619
300	0.07273275398
301	0.07270805687
302	0.07268407076
303	0.07266397484
304	0.07263825863
305	0.07262199365
306	0.07259255823
307	0.07257622215
308	0.07253975629
309	0.07251875469
310	0.07250570953
311	0.07248100395
312	0.07245199344
313	0.07241914184
314	0.07239257243
315	0.07237080904
316	0.07235285459
317	0.072326683
318	0.0722921707
319	0.07227346292
320	0.07224309643
321	0.07221248786
322	0.07220928836
323	0.07218874214
324	0.07216212364
325	0.0721487179
326	0.07212995595
327	0.07210856161
328	0.07207986089
329	0.07206406483
330	0.07204566515
331	0.07202944419
332	0.07200664816
333	0.07198298538
334	0.07194431035
335	0.07192875467
336	0.07189476208
337	0.0718674969
338	0.07185118114
339	0.07182771474
340	0.0718163929
341	0.07180005851
342	0.07177604193
343	0.07174271971
344	0.07171825283
345	0.07168944377
346	0.07166515295
347	0.07165043863
348	0.07163287353
349	0.07160875538
350	0.07159495858
351	0.07157776253
352	0.07156150601
353	0.07154299461
354	0.07152591028
355	0.07150439067
356	0.07148333151
357	0.07146208445
358	0.07143164517
359	0.0714097125
360	0.07138324635
361	0.07135873038
362	0.07133567196
363	0.07130772287
364	0.07128416336
365	0.07126745823
366	0.07124244625
367	0.07121981781
368	0.07119457053
369	0.07118081605
370	0.07116413294
371	0.0711360755
372	0.07112458946
373	0.07110793005
374	0.07108887523
375	0.07107929027
376	0.071059538
377	0.07102744987
378	0.07100493486
379	0.07097378796
380	0.0709573046
381	0.07093990879
382	0.070910751
383	0.07088852885
384	0.07085767482
385	0.07084555734
386	0.07082226361
387	0.07081040006
388	0.0707930872
389	0.07077221764
390	0.07075726801
391	0.07073976555
392	0.07072089865
393	0.0706968973
394	0.07067612593
395	0.07065802758
396	0.07063819913
397	0.07062732421
398	0.07060856565
399	0.07058632319
400	0.0705648205
401	0.07054655795
402	0.0705320874
403	0.07050626284
404	0.07047321487
405	0.07046276655
406	0.07044111827
407	0.07041640085
408	0.07039904905
409	0.07038479688
410	0.07036043665
411	0.07033339494
412	0.07030491598
413	0.07028796201
414	0.07026583974
415	0.07025280642
416	0.07022597631
417	0.0702074429
418	0.07018122899
419	0.07015040035
420	0.07013135908
421	0.07011776204
422	0.07011041334
423	0.07008624779
424	0.07006548489
425	0.07004894905
426	0.07002520841
427	0.07001315526
428	0.06998833118
429	0.06997491698
430	0.06996756659
431	0.06991527589
432	0.06988879281
433	0.06987063691
434	0.06985758497
435	0.06984373232
436	0.06982786854
437	0.06979928293
438	0.06977718267
439	0.06975827683
440	0.06974214897
441	0.06971969998
442	0.06969867299
443	0.06967350018
444	0.06964711699
445	0.06962887983
446	0.06960169422
447	0.06957578164
448	0.0695516127
449	0.06952407159
450	0.0694977832
451	0.06947675282
452	0.06945296647
453	0.06942683551
454	0.06938195445
455	0.0693430932
456	0.06932532834
457	0.06930786482
458	0.06928621993
459	0.06927708188
460	0.06925700459
461	0.0692198819
462	0.06919966579
463	0.06918208545
464	0.0691590575
465	0.06913905977
466	0.06912578268
467	0.06910296295
468	0.06908316328
469	0.06907524917
470	0.06905092957
471	0.06902156017
472	0.06900106813
473	0.06897985492
474	0.06895510703
475	0.06893145272
476	0.06890721945
477	0.06888184012
478	0.06885634906
479	0.06883469571
480	0.06880897781
481	0.06879221852
482	0.06877037387
483	0.06875861189
484	0.06874155127
485	0.06871765827
486	0.06869347579
487	0.0686871682
488	0.06867606644
489	0.06865962032
490	0.06864345521
491	0.06862390609
492	0.0686019294
493	0.06858423565
494	0.06857257186
495	0.06855000944
496	0.06851374673
497	0.06850222005
498	0.0684790262
499	0.06846141371
500	0.06842920539
501	0.06841398659
502	0.0683922486
503	0.06836844871
504	0.06834388026
505	0.0683353127
506	0.06830905308
507	0.06829646838
508	0.06829131362
509	0.06827526871
510	0.06826366925
511	0.06824078011
512	0.06821983946
513	0.06819910702
514	0.06817274922
515	0.06815764215
516	0.06813678445
517	0.06812900238
518	0.06811418479
519	0.0680923503
520	0.06806109845
521	0.06803542118
522	0.06799522256
523	0.06797921659
524	0.06796659464
525	0.06795463629
526	0.06793572198
527	0.06792668551
528	0.06791167324
529	0.06789462954
530	0.06786399558
531	0.0678441282
532	0.06782862331
533	0.06781202483
534	0.06779011925
535	0.0677514459
536	0.06772391157
537	0.06769106673
538	0.06767188157
539	0.06763807011
540	0.06762823291
541	0.067600123
542	0.06757446096
543	0.06755099118
544	0.06752833735
545	0.06750562258
546	0.06748962168
547	0.06747086989
548	0.06744837519
549	0.06743456993
550	0.06742534386
551	0.06741269313
552	0.06740110043
553	0.06736549624
554	0.06733723905
555	0.06732306475
556	0.06730094078
557	0.06728331305
558	0.0672722333
559	0.06725676396
560	0.06723760419
561	0.06722247342
562	0.06720722077
563	0.06719250475
564	0.06718225788
565	0.06716698491
566	0.06713322594
567	0.0671138461
568	0.06710165413
569	0.06708765081
570	0.06705846932
571	0.06703379083
572	0.06701346976
573	0.06699380891
574	0.06697408711
575	0.06695452275
576	0.06693108512
577	0.06691122451
578	0.06688710128
579	0.06686631806
580	0.06684923543
581	0.06683097457
582	0.06680272584
583	0.06679596965
584	0.06678504055
585	0.06676423194
586	0.06673377404
587	0.06670539835
588	0.06668207753
589	0.06666591412
590	0.0666447991
591	0.06663047583
592	0.06660964351
593	0.06659989604
594	0.06658588086
595	0.06657366351
596	0.06654614779
597	0.06652285575
598	0.06650293589
599	0.06648797272
600	0.06647641727
601	0.06646096147
602	0.06644803988
603	0.06643874271
604	0.0664185249
605	0.06641001998
606	0.06638825152
607	0.06637314784
608	0.06634174193
609	0.06633021357
610	0.06630997206
611	0.06629010129
612	0.06627882855
613	0.06626157494
614	0.06624576872
615	0.0662294648
616	0.06622114271
617	0.06620818049
618	0.06620184582
619	0.06617736201
620	0.06616480269
621	0.06615466586
622	0.06613139922
623	0.06611146412
624	0.06609877107
625	0.06607905773
626	0.06606014004
627	0.06603783494
628	0.06602300043
629	0.06599198219
630	0.0659619238
631	0.06595569577
632	0.06593775994
633	0.06592699505
634	0.0659021185
635	0.06588379162
636	0.06586502798
637	0.06585547687
638	0.06582882959
639	0.06581684585
640	0.06580681566
641	0.06578836859
642	0.06576882454
643	0.06575471964
644	0.06572897127
645	0.0657147902
646	0.06569894674
647	0.06567796545
648	0.06565748017
649	0.06563500918
650	0.06561417009
651	0.06559778661
652	0.06558920212
653	0.06557002373
654	0.06555969053
655	0.06553524058
656	0.06551773812
657	0.06549888475
658	0.06547713491
659	0.0654566344
660	0.06544118199
661	0.06543231818
662	0.06541957265
663	0.06540129148
664	0.06537298689
665	0.06536536733
666	0.06535248976
667	0.06533036072
668	0.06532494357
669	0.06530951994
670	0.06528230555
671	0.0652764872
672	0.06525447158
673	0.06523308739
674	0.06521425604
675	0.06520053881
676	0.06518536741
677	0.06516837958
678	0.06515545461
679	0.06513982614
680	0.06512128427
681	0.06509998303
682	0.06508139206
683	0.06505773268
684	0.06504219055
685	0.06502533645
686	0.06501326298
687	0.06499321785
688	0.0649780837
689	0.06496842086
690	0.06495426857
691	0.06494083066
692	0.06493254073
693	0.06491735072
694	0.0649062134
695	0.06489663352
696	0.06487174512
697	0.06485549876
698	0.06483710754
699	0.06482452622
700	0.06481261527
701	0.06479290702
702	0.06477819777
703	0.06476878887
704	0.0647395769
705	0.06470834706
706	0.06469744505
707	0.06468923299
708	0.06465923724
709	0.06465039544
710	0.06464130141
711	0.064625397
712	0.06461254313
713	0.06459366946
714	0.06458387627
715	0.06455519079
716	0.06454223196
717	0.06452872126
718	0.06451279485
719	0.06450163722
720	0.0644833899
721	0.0644694763
722	0.06444750808
723	0.06443786556
724	0.06442951807
725	0.064412019
726	0.06439978471
727	0.06437159524
728	0.06436007195
729	0.06434617358
730	0.06433036229
731	0.06431055754
732	0.06429332763
733	0.06427838985
734	0.06427254949
735	0.06425057449
736	0.06424131964
737	0.06422273375
738	0.06420908424
739	0.06419032398
740	0.06416509362
741	0.06413914211
742	0.06413186789
743	0.06412367446
744	0.06411287402
745	0.06410189076
746	0.06409111741
747	0.0640803593
748	0.06407312741
749	0.06405823872
750	0.06403547147
751	0.06402074699
752	0.06400651852
753	0.06398171137
754	0.06397313027
755	0.06396278352
756	0.06394138918
757	0.06393394738
758	0.06391206718
759	0.06389701937
760	0.06388272657
761	0.06386405603
762	0.06384032047
763	0.06382793044
764	0.06381757861
765	0.06381380015
766	0.06380399004
767	0.06379009506
768	0.06376468864
769	0.06375388482
770	0.06374110035
771	0.0637230985
772	0.06370326497
773	0.06369222246
774	0.06367494176
775	0.06366572246
776	0.06364041084
777	0.06363115429
778	0.06361708156
779	0.06359949277
780	0.06357918185
781	0.06356260369
782	0.06355073337
783	0.06353059174
784	0.06351586896
785	0.06350371593
786	0.06349219772
787	0.06348437502
788	0.06347333251
789	0.06345701166
790	0.06343883544
791	0.06341832647
792	0.06339634978
793	0.06337987996
794	0.06335827909
795	0.06334873137
796	0.06334089344
797	0.06333122045
798	0.06331012066
799	0.0632957957
800	0.06327945792
801	0.06325632671
802	0.06323173456
803	0.063217005
804	0.06320382948
805	0.06319033402
806	0.06316311455
807	0.06315243938
808	0.06314161356
809	0.06312520807
810	0.06311375757
811	0.06309757554
812	0.06308128009
813	0.06305987898
814	0.06304482439
815	0.06303739105
816	0.06302268857
817	0.06301012757
818	0.0629995709
819	0.06298738402
820	0.06297279666
821	0.06296002743
822	0.06293911555
823	0.06292040608
824	0.06290953455
825	0.06290453384
826	0.06289271939
827	0.06287353761
828	0.06286287091
829	0.06284566808
830	0.0628314193
831	0.06281605661
832	0.06279221101
833	0.06277846331
834	0.06276595986
835	0.06275986049
836	0.06274472803
837	0.06272756075
838	0.06271474243
839	0.06270269267
840	0.06268407969
841	0.06266990539
842	0.0626508692
843	0.06263386782
844	0.06262915491
845	0.06260352503
846	0.06258542499
847	0.06256222099
848	0.0625538261
849	0.06253117058
850	0.06250879269
851	0.06249873034
852	0.06248001579
853	0.06246970459
854	0.06244324352
855	0.06242980392
856	0.06242766923
857	0.06240910027
858	0.062386052
859	0.06236494714
860	0.06234805241
861	0.06233616347
862	0.06231667867
863	0.06230838705
864	0.06230725622
865	0.0622951726
866	0.06229411287
867	0.06227574536
868	0.06226462498
869	0.06224871211
870	0.06222759032
871	0.0622104095
872	0.06219490461
873	0.06217392163
874	0.0621608443
875	0.06213824295
876	0.06211673011
877	0.06210527623
878	0.06209886538
879	0.06208676652
880	0.06207104325
881	0.06206159372
882	0.06204725183
883	0.06203509202
884	0.0620180551
885	0.06200618647
886	0.06199647454
887	0.06198475996
888	0.06196401907
889	0.06195397195
890	0.06193621556
891	0.06190364836
892	0.06189698019
893	0.06188062379
894	0.06186340235
895	0.06185373613
896	0.06183807549
897	0.06182618824
898	0.061812427
899	0.06180295207
900	0.06178778914
901	0.06177187627
902	0.06176147535
903	0.06174306383
904	0.06173440316
905	0.06172370261
906	0.06171122455
907	0.06169546404
908	0.061678786
909	0.06166387192
910	0.06165551259
911	0.06163907663
912	0.06162681695
913	0.06160755222
914	0.06159105024
915	0.06158162102
916	0.06157334463
917	0.06154664657
918	0.0615358292
919	0.06151689797
920	0.06150170457
921	0.06148555978
922	0.0614731799
923	0.06145697587
924	0.06143158299
925	0.06141611704
926	0.06140457006
927	0.06139631399
928	0.06137649231
929	0.06136052019
930	0.06134984672
931	0.06133751086
932	0.06132886544
933	0.0613171407
934	0.06130010377
935	0.06128163977
936	0.06126779388
937	0.06125100412
938	0.0612363829
939	0.0612307186
940	0.06122054282
941	0.06120631943
942	0.06119729819
943	0.06117884603
944	0.0611574974
945	0.06113853062
946	0.06111878173
947	0.06110517115
948	0.06108308612
949	0.06106857833
950	0.06105698225
951	0.06104352911
952	0.06104250323
953	0.06103034174
954	0.06102547139
955	0.0610173626
956	0.0609975697
957	0.0609823746
958	0.06097153693
959	0.06095726105
960	0.0609400176
961	0.06093466309
962	0.06092841306
963	0.06091794781
964	0.0609042492
965	0.06089424102
966	0.06088685169
967	0.06087200871
968	0.06086230017
969	0.06083580017
970	0.0608136542
971	0.0608041962
972	0.06079154885
973	0.06078689857
974	0.06077047277
975	0.06075751394
976	0.06073954086
977	0.06072730489
978	0.06071630977
979	0.06070130089
980	0.06069124701
981	0.06068227147
982	0.0606628036
983	0.0606423488
984	0.06062765309
985	0.06061789885
986	0.06060275284
987	0.06059228759
988	0.0605717583
989	0.06055262731
990	0.06053338629
991	0.06051990944
992	0.0605141114
993	0.06050093419
994	0.06048358917
995	0.06046429228
996	0.06044657313
997	0.06043774149
998	0.06042540225
999	0.06040310561
